text;label
выпадает весной, скорее всего в марте, продвижение по службе и встреча с интересной девушкой.;normal
в любой. только устав пробивать не с порога. а -тихой сапой раз-раз и в дамки.;normal
в россии, никто править миром не собирается. мы лишь за справедливость и мир во всем мире.;normal
если мужчина, уже после свадьбы, запрещает женщине то, что не соответствует моральным нормам замужней женщины, то это нормально.конечно, в этом случае, он собственник.ведь брак изначально и происходит от слова брать;normal
да тяжелые базовые упражнения-приседы тяги жимы и их производные способствуют выработке гормонов;normal
ну и после нескольких проведенных часов можно с уверенностью сказать, захотите ли вы еще раз встретиться с этим человеком или нет.;normal
только люди приченяют боль, играя чувствами, любовь ни в чем не винавата хех;normal
матернись в трехлитровую банку и быстренько ее закатай. получится законсервированный банкомат.;normal
baleri, если у вас есть желание, то мы тут задаем какиенибудь вопросы на любые темы всем:;normal
ну зачем перекладывать обязанность народа на господа бога? это неправильно, товарищ.;normal
установить агент и вбить контакты после авторизации они ответят и вперед.;normal
какая разница кто победит в борьбе за власть, от перестановки мест слагаемых сумма не меняется;normal
ну великий - это значит большой, достойный, умный, могучий хм. добавим глючный и получусь прямо я;normal
ты главное не волновайся. имя имя его? приедем, поговорим. приставалку отберем;normal
я тоже не понимаю, зачем позволяют кадырову делать такие громкие заявления, которые никогда не оправдываются. блядский цирк;normal
жизнь в компьютере - не подарок. надоели все эти виндоусы с вордами. хочу в крым, на черное море;normal
в библии есть персонаж который не верил хрису. с тех пор и идет сие вырпжение.;normal
можно, если он изначально был крепким и построен на настоящей любви и уважению к друг другу.;normal
нельзя считать себя правым, пока не посмотришь на ситуацию глазами другой стороны;normal
обычная сделка купли-продажи авто, какие там еще могут быть особенности?;normal
я в ней победил. дожил. теперь получаю бонусы, и горько жалею, что до такого дожил.;normal
если секс хороший был то удовлетворение а если так себе то и настроение соответственное;normal
нет. самая кайфовая и неизученная. сколько лет ответам столько и трындят без конца о нем;normal
значит вам достаточно этого общения и не хочется впускать в личную жизньэто нормально;normal
мне всегда говорили, что четверку ставят только чтоб не портить аттестат хорошистки;normal
навальный по закону еще никого не продал. все законно. гранты не запрещены.;normal
не совсем понятен ваш вопрос. если вы имеете ввиду аромат духов, то рекомендую понаблюдать, какими духами пользуется ваша девушка. либо можно предложить девушке сходить в магазин, якобы вам нужно прикупить духи сестре, либо еще какой-либо родственнице, и попросить помочь с выбором. то, что ей больше понравится, то и купить. ну или просто напрямую спросить девушку об этом.;normal
вообще то он правильно делает, подруги всегда плохо влияют, лучше это время сделать, что то полезное, для дома, да и зачем встречаться с подругами, раз уж муж запрещает, значит у него есть на это причины просто так не будет запрещать, надо идти на встречу мужу.;normal
так и нужно отвечать, что пока еще не встретили девушку, с которой хотелось бы строить отношения. даже если подобный ответ не устроит некоторых, то это вполне нормально, потому что невозможно сделать все так, чтобы это было понятно и очевидно для всех.;normal
вряд липросто чатвсех понемножкупечальных и грустных, молчаших, трещащихв себе неуверенных оченьи тех кому ехать, по пьяным дорогамспеша на работу, аж два часа;normal
конечно люблю. комплимент говорит о том, что в тебе все в норме, а может и выше нормы;normal
вера-это стремление. стремление-это цель. цель-это жизнь. жизнь-это движение к совершенству.;normal
а ты поиграй по-честному и осознаешь, что ничего по-настоящему стоящего за деньги купить нельзя.;normal
быть хорошим человеком очень просто надо совершать хорошие поступки и не совершать плохих. -;normal
есть феминные мужчины и маскулинные женщины, в таких случаях противоположная картина наблюдается.;normal
у моей подруги было пять мужей. что хорошего она мне посоветовать может?;normal
нужные вещества быстро улетучатся, и мята перестанет быть полезной для здоровья;normal
потому что только при здоровой конкуренции возможно существование рыночной экономики.;normal
позировать и говорить об этом это очень глупое решение. я просто рассказала, что было. может и показалось что это звучит совершенно спокойно и как позерство, но по факту я немного плакала. даже не так, у меня слезы на глаза поступили.;normal
у меня спортивный комплекс. домашний. я по утрам на нем иногда занимаюсь, если не лень.;normal
по формуле. все зависит от затрат на хранение и величину объема товара.;normal
вам надо аттестацию по садику? у меня одна воспитатель печатала аттестацию могу прислать;normal
награда. ведь опыт жизни не купишь за деньги, это дарственная возможность.;normal
турция там как бы светский ислам, алкоголь туристам пить не воспрещается.;normal
если она водитель трамвая, на который опаздываешь, то просто придется бежать;normal
увствовала бы не изменяла бы. только бы слишком много получилось. но се ля ви;normal
смотря за кого вышла мы вот например вместе готовим ну не всегда конечно по большей части я;normal
женщине вообще необходимо мужское внимание. и не обязательно все сводить к интиму.;normal
бог через нас исполняет свою волю, через нашу веру. выходит вы эгоистичны.;normal
безусловно, фетровые и меховые, ковбойки, цилиндры и другие, адаптированные под наше время.;normal
побочных эффектов не было, препарат пьется постоянно для нормализации давления;normal
да, есть не принимать то, что может повредить душе подобные книги, учения,;normal
не может, но было несколько случаев, когда секс переносился из-за футбола на пару часов;normal
организую партизанское движение гденить. в китайских дебряхславочка, привет;normal
желательно чаще слушать подсознание а н рубить с плеча тогда и ошибок не будет;normal
я одного дядьку утяну в кусты не будем мы с вами загорать он хочет, я спрашивала;normal
потому что его дейвствия несогласованны с гайцем или светофором на предыдущем перекрестке.;normal
"чужие мужчины сами и заставляют! напрямую предлагая посторонней женщине свои интимные услуги, и их ни сколько не волнует тот факт, что он женат и имеет обязательства, между прочим, перед своей женой. а оправдывает каждый мужчина свое недостойное поведение по-разному: одни говорят, что жена никуда не денется; другие, что она ни о чем не догадается; третьи говорят - я с ней не сплю, но ведь это же наглая ложь! вот что приходится выслушивать от женатых мужчин незамужней женщине, и чего только им в своей женатой жизни не хватает! и никто на них не заглядывается, никому они кроме своих жен не нужны.";normal
лично для меня самое ценное что может дать девушка это вера в него, попытки понять его и любовь. это может дать каждая девушка и в целом любой человек.;normal
да, перемены благоприятны, хорошие вести, приглашение к выгодному сотрудничеству, получение денег.;normal
ну у нас карие в семье, историческая родина вятка, возможно финно-угорские народы подмешаны;normal
все равно тепло, нужно ловить все теплые барнаульские дни, а то мы не успеваем переодеваться;normal
рыжий котенок, это к деньгам удаче, кормить значит произойдет удачное событие в вашей жизни;normal
сложно притворяться что приятно общаться или хоть как-то общаться с неприятными.;normal
это еще не дорогой вот когда выберем еще раз путина или медведева, вот тогда держись страна будет;normal
ну наверно потому что он действительно очень старый и уже найти к нему детали крайне сложно.;normal
какое было дело до этих тонкостей тем кого немцы заживо сжигали в русских церквях?;normal
меня беспокоит орган моего мужа. который уже не организирует как раньше.;normal
илюх, все пох, как ты посчитал на тот момент ответить, значит збс, а в себе ковыряться, да надо но это уже не кого не ебет;normal
нанять хорошего репетитора. я его так выучила примерно за то же время и сдала на хорошо;normal
сразу с другим побежит тебя сравнивать, а возвращение блудного сына не лучший вариант;normal
если две полоски то вряд ли. а если одна. то позже можно сделать еще один тест.;normal
я все между ног собираю, и одеяло, и подушку, и тапки, и даже еду из холодильника;normal
привет, сколько лет, откуда будете, чем увлекаетесь и кем работаете или учитесь?;normal
это есть работа и слава моя, осуществить бессмертие и жизнь вечную человека;normal
не надо идти к мосту. слабые чмошники не умеют прощать, они мстят даже в ущерб себе. ты прощал, значит ты - настоящий мужчина, а ими не становятся, ими рождаются. переживи, раз ты мужчина, значит, сильный. даже, черт возьми, приятно, что такие молодые люди еще есть. на таких, как ты, очень велик спрос по нашим временам. очень скоро посмеешься над всем этим.;normal
паспорт, свой инн, заявление по форме, госпошлина. в налоговой все формы есть д-тов.;normal
стабильность у нас называют застоем, а ее отсутствие развивающейся системой;normal
спокойно. просто жду когда выступающий дойдет до сути дела и озвучит просьбу;normal
зубной пастой с функцией отбеливания. лакулют прекрасно отбеливает. я пользуюсь, знаю.;normal
в туалет просто. при необходимости в первую очередь. не сможешь сходить.;normal
есть браслет, и есть просто одежда в которой чувствуешь себя уверенно и уютно;normal
практически никогда, астарые вещи отдаю по знакомым, если уверена что их будут носить и они нужны;normal
плохо только то что некому меня обнять по ночам. а так нет никаких проблем.;normal
любой психически здоровый человек в меру эгоист. и вообще эгоизм, двигатель прогресса;normal
да уж сейчас такая програма не считая что в жизни это все и особо не пригождается;normal
сама не понимаю. я бы хотела чтобы ввели астрономию. это очень интересный предмет;normal
устройство. например, монитор, принтер. в общем любая хрень, прицепленная к компу или даже внутри.;normal
только если какое нибудь крепленое дерьмо, с обычного напиться не реально;normal
да без проблем, элементарно меняется. главное не допустить утечек газа.;normal
страна это территория с границами. нация это разновидность народа, проживающего на этой территории.;normal
вояю, штопаю, сшиваю. одним словом творю, но достается за то, что вытворяю.;normal
если они еще немного торчат оттуда, как носовой платочек из нагрудного, то абсолютная прелесть;normal
нет, занимайся или нет, а платить при поступлении придется. так уж заведено.;normal
на самом деле психи иногда пишут красивым аккуратным почерком. настоящие психи как раз тихони;normal
случилось как случилось, вероятно. когда такое происходит, значит было знание внутри, что если бы приложили сил по-максимуму, то помогли бы. но есть же и другое - сами могли бы пострадать, а быть может и выиграло бы все - то есть ситуация была неопределенная. совесть мучает оттого, что даже себе в глубине души честно признаться трудно, что не тот, коим себя хочется знать и видеть. по-моему, от этого и возникает непокой в душе. понять, конечно, можно и прощение получить. но, мне кажется, самое страшное наказание - это упреки самого себя. ничего не делать - продолжать жить и серьезней, наверное, ко многому относиться. а так - съедать уж очень сильно себя не стоит - бывает и хуже, все проходит - пройдет и это и так болезненно уже не будет произошедшее восприниматься.;normal
пора. если опоздаем она сама поменяется и, как всегда, не в нашу пользу.;normal
администратором какой нить фирмы, кафе, ресторана. гостиничный бизнес, ну короче управляющим;normal
а лучше с деньгами. и никто не заметит, кучерявый или лысый, дурак или умный;normal
насколько я слышала только ананас допустим. в картофеле много крахмала, какая же это диета будет?;normal
с планетой земля ничего. вся природа наконец востановится. человек на земле пришелец.;normal
для переноски тяжестей, ремонта сантехники, мытья посуды, стирки белья, готовки и вытирания пыли;normal
при помощи любимых занятий. картины, поэзия, проза, интерьер. теперь вот и куклы делаю.;normal
сначала военное училище закончить надо. отбор туда только после окончания училища.;normal
только если нынешние обладатели этих возможностей очень захотят от них избавиться.;normal
на первом, канешнааа. а че, кроме секаса еще че-нить есть в жизни путевое?;normal
неа. фантастика. просто многие мужчины обладают даром внушить это девушке.;normal
иши приключения только соседа уваж ну не ужто он плох не сначала уваж а потом на приключения;normal
потому что там баб нет. так пускай хоть телефоны поимеют, чем друг друга в задницу;normal
иногда конечно. бывает что видеть никого не хочется. свалить от людей подальше.;normal
да. тяжело и плохо. замкнутый круг какойто. и без мужчины плохо и с ним невозможно;normal
унесенные призраками ходячий замок хаула и многие другие полнометражки хаяо миядзаки;normal
мелодичный, звучный, красивый язык. а отношение ровное, такое же, как к фарси, например.;normal
я работаю переводчиком, мне нравится, но это на любителя, не каждому по душе;normal
сионизм родной брат фашизма, а в коломейском он еще и в уголовной упаковке.;normal
если у него за тобой вслед голова как подсолнух за солнцем поворачивается значит. нравишься;normal
ну я формулы наизусть не помню.просто ассоциация с фреонами была и пришлося гуглить;normal
аллергия в основном генетическая. а вот на мужчин-приобретенная жизненным опытом;normal
здравствуйте. вы задали такой интересный вопрос. на него очень трудно ответить. по фотографии, как правило определяется возраст, пол, какая внешность. нравится или нет человек. но характер по фотографии определить невозможно. если только, вы не экстрасенс.;normal
именно так. просто мужчины все без исключения эгоисты, поэтому и требуют.;normal
на рояле, на гитаре, на пианино, на контрабасе, а вот на скрипке не люблю, карты с нее падают.;normal
да я стараюсь по мере сил ни одного из них не упускать, а сколько проходят, этого не узнаешь;normal
и с этой проблемой тоже можно идти я в теории все знала, но на практике не могла разобраться с этим;normal
вот уж истинная правда. любить, значит, доверять. и ссоры будут не нужны.;normal
флюшка обязательна. а все остальное на хрен? как тебя это застрахует от рецидива?;normal
только покаянием. да, здесь я старомоден как, впрочем, и во всем остальном;normal
не занимайтесь самолечением. только врач может поставить диагноз и назначить лечение.;normal
норм. он ей карьеру делать не мешает. больше нам, родителям, ничего от него не нужно.;normal
я очень вспыльчивая и нервная. а еще переживаю всегда, даже по малейшему поводу, очень сильно;normal
да, кое-что было бы полезно не хотеть. однако еще большего все же хотелось бы хотеть.;normal
это от поганого характера почти всегда манипуляторы также и энергетические вампиры;normal
потому, что у них разный набор генов отвечающий за тот или иной признак.;normal
развитие качеств, раскрывающих различные грани. для творчества в общем объеме.;normal
что то вы такого плохого мнения о пенсионерах. все фуфло смотрят неработающие домохозяйки;normal
маленькая я еще чтоб детей рожать а там уж как получится, любому рада буду;normal
астрономический полдень по ним определяется абсолютно точно. остальное - с гимором.;normal
спокойствие и закаленные нервы или сама душа, не знаю пока не доходил до такого состояния.;normal
честность, нежность, доброту, характер, наверно это, трудно судить самой;normal
мои прадеды были репрессированы, поэтому у нас в семье не было пионеров и тем более комсомольцев;normal
знаешь юль ты уже вторая-предложение-снести агент и почту и переустановить, либо ждать;normal
из мужских украшений, в данную минуту, на мне только шрамы. если ты о материальном.;normal
понизьте уровень тестостерона с помощью лекарств. можно принимать некоторые лекарства, чтобы понизить уровень тестостерона, и, тем самым, ослабить половое влечение.;normal
не счастливее, но многие проблемы его просто не беспокоят, вот, как стать счастливым.;normal
она уже давно пропала ото всюду, проблемы с авторскими правами, игра есть на торрентах.;normal
я за ношение. у бандитов есть, у депутатов есть, у ментов есть. хочу играть на равных.;normal
дело в другом. бывает такое что всем кругом нету до тебя дела и не хватает времени именно на тебя;normal
на ио бурная вулканическая деятельность. иопланетянам не до межпланетных полетов.;normal
если я выходная, то часов пять, шесть в день могу сидеть, если планов других нет.;normal
большая часть силы в мужчине, чтобы нравиться женщине заключается в характере, уме, порядочности. быть самостоятельным, финансово независимым. физически крепким. выносливым. чтобы уметь помочь там, где требуется физическая нагрузка или оказать помощь по мужской части. чтобы семье быть в помощь, а не в тягость.;normal
вуз высшее учебное заведение. названий много институт, университет, академия;normal
тот круг который мы выбираем кое что конечно о нас говорит. но общество в целом думаю нет;normal
бояться, что не успеют все сделать вовремя, быстрый темп жизни приучает их к скорости.;normal
уже давно сообщ не приходят. пролистайте контакт-лист, и может заметите, кто удалился;normal
рекомендую читать все, начиная с античных произведений, интересно, красиво, необычно;normal
прекрасный мультик. вызывает воспоминания о детстве, когда не было заграничных мультфильмов.;normal
две недели, как начала работать. сделала вывод, что работать намного интереснее, чем учиться;normal
нет, это конструктивные элементы. а отделка это покраска, обшивка и т. д.;normal
я не могу привыкнуть к жесткости и стервозности этакой. женщина электрошокер.;normal
будете счастливы только в том случае, если попытаетесь сделать счастливым своего супруга;normal
хреновый, иногда по магазину прохожусь, как по музею, смотрю много, беру мало.;normal
недовольство своей жизнью, отношениями, работой, семьейразве материальное это все?;normal
просто хочешь, чтобы он был счастлив. независимо от того, что для него счастьем является.;normal
это веганы, не едят животный белок ни в каком виде, а вегетарианцы, рыбу, едят;normal
воздержитесь от близких контактов. если вы знаете, что эта девушка вас не любит, не позволяйте ей обращаться к вам за эмоциональной поддержкой или физической близостью. несмотря на то, что это может быть очень заманчиво, это лишь причинит вам боль. если она обратится к вам, вы должны найти в себе силы отказать.;normal
не надо их любить, привыкнуть можно и жалко будет с ними расставаться а любовников надо менять;normal
обычно все интеллектуальные женщины на деле оказываются распущенными извращенками без комплексов;normal
всегда надо проверять бабу в пастеле, а уж потом дружить. иначе женит на себе;normal
ммм. ну не то чтобы добрее, скорее спокойнее. хотя вроде почт равносильно во многих ситуациях;normal
у вас получится найти любовь свою. за это лето не уверен, но года через полтора. да.;normal
сама удивляюся. ниче не болит. и вши у нас не болеют, а врач лекарство прописал их лечить.;normal
жениться выходить замуж нужно на человеке, без которого жить нельзя. как правило, по большой любви. со временем романтика сойдет на нет, и тогда вы останетесь с тем, с которым можно жить.;normal
у меня был секес с армяночкой. класс, если бы не уехала, то обязательно женился бы.;normal
если киевляне перестанут их кормить пирожками и котлетами, то могут. куасть-то хоцця.;normal
т. к. деньги закончились будем питаться воспоминаниями съеденного вчера.;normal
в течении двух месяцев будут перемены и хорошие, и нечто новое войдет в жизнь. удачи.;normal
самый элементарный вариант перестать выносить девушке мозг это попытаться сделать так чтобы она вас поняла и самое главное услышала вас чтобы она понимала причину того что вы выносите ей мозг это как мужчины спрашивают чего ты от меня хочешь чего ты мне выносишь мозг тебе что заняться не чем это практически та же самая схема что и у мужчин вынести девушке мозг не обозновавши свои потребности а быть может мужчина просто напросто пытается таким образом привлечь ее внимание а она на вас ноль реакции но и реакции другой не будет и толку если не объяснив и не обосновав свои требования я думаю я все предельно объяснила ведь мужчины как и девушки как дети им нужно объяснять по нескольку раз вот так и со взрослыми;normal
стоит торопиться достичь своих целей, своей мечты, другая спешка не важна.;normal
обстоятельство создает причина. будь причиной. это создаст условие для обстоятельства.;normal
будут воевать между собой чужими странами. как раньше во вьетнаме, корее и т. д.;normal
когда я перестаю его стесняться. ну точнее веду себя абсолютно так, как дома с близкими людьми;normal
понюхать в юридической консультации о-о-о-оароматы вообщемто слушают, а не нюхаютда не важно;normal
да, потому что они милые, пушистые и ласковые. для меня ассоциируются с уютом и покоем в доме.;normal
не вижу лидеров. одни блюдолизы сша. а там, как известно, одни враги россии у власти.;normal
тем, что первые рвутся к власти, а вторые уже у власти. цели и у тех и других одни и те же.;normal
это значит, что горизонт на снимке не горизонтален. тоесть фотоаппарат был наклонен в сторону;normal
взять его за ласты и связать ласточкой и кататься на машинке, а иначе никак;normal
невозможно отнять шанс он есть всегда а вот как воспользоваться им это уже вопрос;normal
есть шансы. но. возможно это будет последнее, что он обо мне сможет узнать.;normal
существует версия, что мужчина должен опускаться на правое колено, как во времена рыцарей, ведь с левой стороны были ножны. так рыцарь демонстрировал, что он хуже защищен, потому что не мог быстро достать оружие и нанести удар первым. встать перед своей возлюбленной на колено показать свою покорность, благоговение и делать то, что она просит такая вот битва послушания.;normal
я заранее уточнил и на всякий случай.меня просто мало кто здесь любит, зато орать и гнать на меня. обожают это делать. :;normal
у меня есть целый список команд - достаточно нажать на кнопку со знаком вопроса;normal
на потенцию больше влияют-дурные мысли и повышенная внушаемость не стоит слушать-речи идиотов.;normal
востребованные женщины никогда не станут лесбиянками а рождаемся мы просто женщинами;normal
если паяльник держал-постав другой, нет-переходник, но надежность меньше;normal
так и делаю. почему-то большинство даже не замечает, что кому-то неудобно.;normal
на практике видно, что необходимое -всегда есть, а все без чего можно обойтись-оно и не приходит;normal
-во-первых, умерший герой - герой навечно, потому что он уже навек будет хранить создавшийся образ, и не испортит его реалиями - не сопьется, не будет бомжом, не станет домашним тираном. а живые люди, к сожалению, меняются, и иногда не в лучшую сторону. с;normal
вертикальными движениями. и не забывай о самых дальних зубах. в них всегда остаются частички пищи.;normal
аппарат снимает нормально хроматит, мылит, ну и фиг с ним а вот фотограф немного косоват;normal
я помню из физики равномерное и равноускоренное, неравномерное не слышала;normal
раньше в вытрезвитель на доску почета самого часто попадающего гражданина;normal
да, а хотелось бы быть брутальной роковой женщиной. но белочки остаются белками, коты котами;normal
у меня есть целый список команд - достаточно нажать на кнопку со знаком вопроса;normal
привет сколько лет, откуда будете, чем увлекаетесь и кем работаете или учитесь?;normal
от скачков давления и назначили это гипотензивное средство, назначают при гипертонии.;normal
незнаю но веб камеру я включаю когда она работает а наушники у меня постоянно в компе;normal
да, вес в основном от питания зависит и если ты ешь слишком много то спортом ты его особо не сбросишь;normal
я сто лет не голосовал. а если наоборот случится? нам с тобой стыдно не будет?;normal
и я. уже кучу всего запланировала и добьюсь своего, только бы не сломаться, только бы.;normal
сертифицированная биробиджанводоканал со вкусом спелой вишни и кусочками ягод;normal
скучно? это кому как повезет. можно и с одной всю жизнь прожить как на вулкане.;normal
тогда они могут протянуть дольше, чем нежели ничего не меняя в своей политике.;normal
йоу ты можешь идти работать на ферму там будет молоко, а дальше сам сделаешь сыр или творог;normal
в россии сильно только то. что помогает сидеть нашей власти. атеисты тут совсем не нужны.;normal
среди дур их тоже полно. по настоящему умной женщине хватит ума стервой не быть;normal
у меня с запоминанием имен вообще проблема. может у женщин тоже бывает.;normal
как правило прямолинейность говорит о честности, но не всегда. может человеку нужно чего-то такого от другого, что он начинает разводить демагогию. причем эта демагогия очень убедительна. к тому же он выбирает какие-то известные факты, но делает это, извращая их понимание и толкования, к тому же его разговор построен в императивном наклонении: ну ты же знаешь, что так и должно быть, - или, - ты же не будешь сомневаться, что так поступить правильно?!. то есть не всякий раз прямолинейность говорит о честности. с другой стороны, есть люди которые постоянно режут правду-матку. признаюсь, я отношусь к таким. я не боюсь их последствий, как правило, и поэтому если ко мне подкатывает с нескромным предложением какой-то неадекват, да еще и в состоянии опьянения, и начинает говорить всякие глупости, то есть он прямолинеен и честен. он говорит, что я ему нравлюсь, и он прочь бы со мной переспать. что делают девушки в такой ситуации? обычно, если в темном переулке, обидеться и убежать. особенно если она одна и ей некому за нее заступиться.;normal
можно. и с контактов можно. нужно установить спец программку. появится кнопочка сохранить;normal
